Question,Answer
ผู้ที่เดินทางมาธุระในกรุงเทพฯ สามารถรับยาต้านไวรัสจาก รพ. ในกรุงเทพฯ ได้หรือไม่? ก. ได้ ข. ไม่ได้ ค. ได้เฉพาะในกรณีเร่งด่วน ง. ต้องมีใบส่งตัวจาก รพ. ต่างจังหวัด,
พระราชบัญญัติหลักประกันสุขภาพแห่งชาติ พ.ศ. 2545 มาตรา 47 สนับสนุนองค์กรปกครองส่วนท้องถิ่นในด้านใด? ก. การพัฒนาการศึกษา ข. การจัดการระบบสุขภาพ ค. การสร้างเสริมการท่องเที่ยว ง. การบริหารจัดการสิ่งแวดล้อม,
"Plasma amino acid analysis มีอัตราค่าบริการเท่าใด? ก. 2,500 บาท/ครั้ง ข. 3,500 บาท/ครั้ง ค. 4,000 บาท/ครั้ง ง. 5,000 บาท/ครั้ง",
คนไข้หมายเลข P020 ใช้สิทธิประกันของอะไร? ก. บริษัทประกันสุขภาพ ข. ประกันสังคม ค. โตเกียวมารีนประกัน ง. กรุงเทพประกัน,
ค่าบริการให้วัคซีนป้องกันโรคถูกกำหนดไว้ที่เท่าใดต่อโดส? ก. 10 บาท ข. 15 บาท ค. 20 บาท ง. 25 บาท,
ประกาศใหม่ของสำนักงานหลักประกันสุขภาพแห่งชาติในปี พ.ศ. ๒๕๖๖ นี้มีผลบังคับใช้ตั้งแต่เมื่อใด? ก. วันที่ 1 มกราคม พ.ศ. ๒๕๖๖ ข. วันที่ 15 กันยายน พ.ศ. ๒๕๖๕ ค. ตั้งแต่บัดนี้เป็นต้นไป ง. วันที่ 31 ธันวาคม พ.ศ. ๒๕๖๖,
วัคซีนใดที่เริ่มให้บริการเพิ่มเติมในหญิงตั้งครรภ์ในปีงบประมาณ 2567-2568? ก. วัคซีนพื้นฐาน (EPI) ข. วัคซีนคอตีบ-บาดทะยัก (dT) ในผู้ใหญ่ ค. วัคซีนป้องกันโรคนชินิดไรเซลล์ (aP vaccine) ง. วัคซีนป้องกันโรคริดใช้หวัดใหญ่ตามฤดูกาล,
หน่วยบริการประจำต้องมีเครือข่ายเพื่ออะไร? ก. เพื่อการตรวจวินิจฉัยโรค ข. เพื่อการส่งต่อผู้รับบริการ ค. เพื่อการรักษาพยาบาล ง. เพื่อการฟื้นฟูสมรรถภาพ,
Dr. Sarah Johnson มีประสบการณ์การทำงานกี่ปี? ก. 12 ปี ข. 15 ปี ค. 18 ปี ง. 20 ปี,
ข้อมูลประเภทใดที่สามารถค้นหาได้จากเว็บไซต์ http://library.nhso.go.th/index.htm? ก. ข้อมูลการใช้สิทธิหลักประกันสุขภาพ ข. ข้อมูลกองทุนหลักประกันสุขภาพในระดับท้องถิ่น ค. รายงานวิจัย / คู่มือ / หนังสือวิชาการด้านหลักประกันสุขภาพ ง. ข้อมูลสิทธิหลักประกันสุขภาพแห่งชาติ,
กรณีลงทะเบียนไม่ตรงตามที่อยู่ในบัตรประจำตัวประชาชน ต้องใช้หลักฐานใดในการยืนยันที่พักอาศัย? ก. ใบเสร็จค่าสาธารณูปโภค ข. สัญญาเช่าที่พัก ค. หนังสือรับรองของเจ้าบ้าน ง. ถูกทุกข้อ,
หน่วยบริการที่สามารถให้บริการตรวจทางห้องปฏิบัติการนอกหน่วยต้องมีศักยภาพอย่างไร? ก. ให้บริการรับส่งต่อทั่วไป ข. จัดให้มีหน่วยตรวจทางห้องปฏิบัติการนอกหน่วยด้วยตนเอง ค. มีหน่วยบริการอื่นเป็นเครือข่ายร่วมจัดบริการตรวจ ง. ถูกทุกข้อ,
ห้องใดที่มีเครื่อง Ventilator? ก. R001 ข. R002 ค. R003 ง. R004,
ผู้ป่วยไตวายที่เคยปลูกถ่ายไตโดยใช้จ่ายเองสามารถรับยากดภูมิต่อเนื่องผ่านสิทธิหลักประกันสุขภาพแห่งชาติได้หรือไม่? ก. ได้ ข. ไม่ได้ ค. ได้เฉพาะยาบางชนิด ง. ต้องจ่ายเงินเอง,
"ค่าตรวจวินิจฉัยกลุ่มเสี่ยง TMS: Comprehensive metaboloc test มีอัตราค่าบริการเท่าใด? ก. 2,500 บาท/ครั้ง ข. 3,000 บาท/ครั้ง ค. 3,500 บาท/ครั้ง ง. 4,000 บาท/ครั้ง",
"อัตราจ่ายสำหรับเลนส์สายตาผิดปกติทั่วไป (Stock lens) ในเขต 1-12 อยู่ที่เท่าใดต่อคนต่อปี? ก. 600 บาท ข. 800 บาท ค. 1,000 บาท ง. 1,200 บาท",
วันที่ 12 ธันวาคม ของทุกปี ถูกกำหนดให้เป็นวันอะไร? ก. วันสุขภาพโลก ข. วันหลักประกันสุขภาพถ้วนหน้าสากล ค. วันรณรงค์สุขภาพแห่งชาติ ง. วันสาธารณสุขสากล,
หน่วยบริการใดสามารถให้บริการการประเมินการสั่นพ้องผิดปกติจากปัญหา VPI ด้วยการฝัง*การประเมิน instrumental VPI ได้? ก. หน่วยบริการทั่วไป ข. หน่วยบริการที่ได้รับการรับรองจากสมาคมโสตสัมผัสวิทยาและการแก้ไขการพูดแห่งประเทศไทย ค. โรงพยาบาลเอกชนเท่านั้น ง. ทุกหน่วยบริการที่มีแพทย์เฉพาะทาง,
"เด็กในเขต 13 ที่สามารถรับบริการยาเสริมธาตุเหล็กเพื่อป้องกันโลหิตจางคือกลุ่มใด? ก. เด็กอายุ 2 เดือนที่น้ำหนักตัวเร็วคลอด < 2,500 กรัม ข. เด็กอายุ 6 เดือน - 2 ปี ค. เด็กอายุ 2-5 ปี ง. ถูกทุกข้อ",
การตรวจคัดกรองกลุ่มอาการดาวน์ในหญิงตั้งครรภ์ใช้วิธีใด? ก. การตรวจอัลตราซาวน์ ข. Quadruple test ค. การตรวจความดันโลหิต ง. การตรวจสายตา,
ใครในกลุ่มต่อไปนี้ควรได้รับบริการตรวจและรักษาการติดเชื้อวัณโรคระยะแฝง? ก. ผู้ป่วยโรคหัวใจ ข. บุคลากรสาธารณสุข ค. เด็กนักเรียน ง. ผู้ที่มีสุขภาพแข็งแรง,
สิทธิใดที่ครอบคลุมการใช้บริการ Robotic Surgery? ก. สิทธิหลักประกันสุขภาพแห่งชาติ ข. สิทธิผู้ประกันตนคนพิการ (D1) ค. สิทธิประกันสุขภาพภาคเอกชน ง. ก และ ข,
หน่วยบริการใดที่สามารถให้บริการตรวจหาการติดเชื้อเอชไอวีด้วยตนเอง? ก. หน่วยบริการปฐมภูมิ ข. หน่วยรับส่งต่อด้านเทคนิคการแพทย์ ค. หน่วยบริการรับส่งต่อเฉพาะด้านเภสัชกรรม ง. ถูกทุกข้อ,
บริการฝังเข็มในผู้ป่วยโรคหลอดเลือดสมองใช้ระบบใดในการบันทึกและประมวลผลข้อมูล? ก. จ.2 ข. Seamless For DMIS ค. Disability ง. E-Claim,
ผู้มีสิทธิในการใช้บริการฉีดยาเข้าวัณตาประกอบด้วยสิทธิใดบ้าง? ก. อปท. และข้าราชการ ข. กทม. และ ชมก. ค. สพฐ. และ จนท สปสช. ง. ถูกทุกข้อ,
ข้อใดถูกต้องเกี่ยวกับการบริการผู้ป่วยโรคหายากในปี 2568? ก. เพิ่มอัตราค่าบริการตรวจวินิจฉัย ข. ลดจำนวนหน่วยบริการ ค. เพิ่มจำนวนหน่วยบริการ ง. ไม่มีการเปลี่ยนแปลง,
ใครมีสิทธิได้รับบริการฟื้นฟูสมรรถภาพทางการเห็น? ก. สิทธิหลักประกันสุขภาพแห่งชาติ ข. สิทธิผู้ประกันตนคนพิการ ค. สิทธิประกันสุขภาพทั่วโลก ง. ก และ ข ถูกต้อง,
โปรแกรมใดที่ใช้สำหรับยาที่มีค่าใช้จ่ายสูงในระบบลงทะเบียนเพื่อตรวจสอบก่อนอนุมัติการเบิกจ่าย? ก. โปรแกรมยา OCPA ข. โปรแกรมยา RDPA DDPA ค. โปรแกรมยา NITP ง. ถูกทุกข้อ,
บุคคลในกรณีใดที่สามารถลงทะเบียนเลือกหน่วยบริการประจำได้ด้วยตนเอง? ก. เด็กแรกเกิด 0-5 ปี ข. บุคคลอายุ 15 ปีบริบูรณ์ขึ้นไป ค. บุคคลที่สิ้นสุดสิทธิประกันสังคม ง. นักศึกษาที่สำเร็จการศึกษาแล้ว,
สิทธิหลักประกันสุขภาพแห่งชาติสามารถครอบคลุมการปลูกถ่ายไตจากผู้บริจาคประเภทใด? ก. จากไตที่มีผู้บริจาค ข. จากญาติสายตรง ค. ทั้ง ก และ ข ง. ไม่มีข้อใดถูกต้อง,
กรณีที่ไม่มีบัตรประจำตัวประชาชนสามารถใช้เอกสารใดในการลงทะเบียนในระบบหลักประกันสุขภาพแห่งชาติ? ก. สูติบัตร ข. ใบทะเบียนบ้าน ทร.14/1 ค. ใบทะเบียนประวัติบุคคล ทร.12 ง. ข้อ ข และ ค,
หน่วยบริการใดบ้างที่ถูกกำหนดให้เป็นหน่วยบริการที่ให้บริการผ่าตัดในย่านนวัตกรรมการแพทย์โยธี? ก. สถาบันประสาทวิทยา ข. โรงพยาบาลราชวิถี ค. โรงพยาบาลพระมงกุฎเกล้า ง. ถูกทุกข้อ,
แหล่งที่มาของเงินกองทุนหลักประกันสุขภาพท้องถิ่นมีอะไรบ้าง? ก. เงินจากกองทุนหลักประกันสุขภาพแห่งชาติ ข. เงินสมทบจากองค์กรปกครองส่วนท้องถิ่น ค. รายได้อื่นๆ หรือทรัพย์สินที่ได้รับ ง. ถูกทุกข้อ,
คนไข้ P012 นัดผ่าตัดเข่ากับ Dr. Robert Martinez วันที่ 2024-08-05 เวลา 08:00 แต่ห้อง OR01 ซ่อมบำรุงอยู่จนถึงช่วง 08:00 น. ควรทำอย่างไร? ก. เลื่อนการผ่าตัด เพราะว่ารพ. นี้มีแค่ห้องผ่าตัดเดียว ข. ใช้ห้องอื่น ค. ใช้ห้องผ่าตัดของแผนกอื่นแทน ง. ยกเลิกการผ่าตัด,
หน่วยบริการใดที่สามารถให้บริการตรวจคัดกรองมะเร็งปากมดลูกได้? ก. หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ ข. หน่วยบริการเอกชน ค. หน่วยบริการเฉพาะทาง ง. หน่วยบริการในระบบประกันสังคม,
บริการตรวจหาการติดเชื้อเอชไอวีด้วยตนเอง (HIV self-screening Test : HIVSST) มีอัตราจ่ายเท่าใดต่อครั้ง? ก. 50 บาท ข. 75 บาท ค. 100 บาท ง. 150 บาท,
"การให้คำปรึกษาฝังยาคุมกำเนิดมีค่าใช้จ่ายเท่าใด? ก. 350 บาท ข. 800 บาท ค. 2,150 บาท ง. ไม่มีค่าใช้จ่าย",
การฉีดวัคซีนป้องกันโรคพิษสุนัขบ้าภายใต้สิทธิหลักประกันสุขภาพแห่งชาติสามารถรับบริการได้ในกรณีใด? ก. เมื่อผู้ป่วยสามารถเดินทางกลับไปรับวัคซีนที่ rw.ตามสิทธิได้ ข. เมื่อผู้ป่วยไม่สามารถเดินทางกลับไปรับวัคซีนที่ rw.ตามสิทธิได้ ค. เฉพาะในโรงพยาบาลรัฐบาลเท่านั้น ง. เฉพาะในกรุงเทพมหานครเท่านั้น,
กลุ่มเป้าหมายสำหรับบริการป้องกันและควบคุมภาวะพร่องฮอร์โมนไทรอยด์ (TSH) คือใคร? ก. หญิงตั้งครรภ์ทุกคน ข. เด็กไทยแรกเกิดทุกคน ค. ผู้สูงอายุที่มีความเสี่ยง ง. ไม่มีข้อใดถูกต้อง,
กลุ่มเป้าหมายใดที่สามารถเข้ารับบริการตรวจคัดกรองมะเร็งเต้านมด้วยเครื่องแมมโมแกรมและอัลตราซาวด์? ก. หญิงไทยทุกสิทธิ อายุ 30 ปีขึ้นไป ข. หญิงไทยทุกสิทธิ อายุ 40 ปีขึ้นไป ที่มีประวัติญาติสายตรงเป็นมะเร็งเต้านม ค. หญิงไทยทุกสิทธิ อายุ 50 ปีขึ้นไป ง. หญิงไทยทุกสิทธิ ทุกวัย,
"การตรวจ CBC, FBS, Cr, Chol, TG, SGPT/ALT มีอัตราค่าชดเชยเท่าใดต่อรายการต่อครั้ง? ก. 20 บาท ข. 25 บาท ค. 30 บาท ง. 35 บาท",
สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 13 กรุงเทพมหานคร ตั้งอยู่ในอาคารใด? ก. อาคารบริษัททีโอที จำกัด (มหาชน) ข. อาคารพีซีทาวเวอร์ ค. อาคารรัฐประศาสนภักดี (อาคารบี) ง. อาคารสยามนครินทร์ คอมเพล็กซ์,
"อัตราจ่ายชดเชยเบื้องต้นต่อ AdjRW สำหรับบริการผู้ป่วยในภายในเขตคือเท่าใด? ก. 7,500 บาท ข. 8,350 บาท ค. 9,600 บาท ง. 10,000 บาท",
"สามีที่มีสิทธิประกันสังคมจะสามารถขอรับประโยชน์ทดแทนกรณีคลอดบุตรในอัตราเท่าใด? ก. 10,000 บาท ข. 12,000 บาท ค. 15,000 บาท ง. 20,000 บาท",
ผู้ใช้สิทธิหลักประกันสุขภาพแห่งชาติที่ยังไม่ลงทะเบียนเลือกหน่วยบริการประจำต้องทำอย่างไรเมื่อเข้ารับบริการครั้งแรก? ก. โทรแจ้ง สปสช. ข. ยื่นคำร้องพร้อมเอกสารลงทะเบียน ค. ขอให้เจ้าหน้าที่โรงพยาบาลจัดการให้ ง. ไม่ต้องทำอะไร,
บริการใดไม่ได้อยู่ในกลุ่มเด็กเล็กอายุ 0-5 ปี? ก. บริการป้องกันและควบคุมภาวะพร่องฮอร์โมนไทรอยด์ (TSH) ข. บริการตรวจคัดกรองมะเร็งปากมดลูก ค. บริการยาเม็ดเสริมธาตุเหล็ก ง. บริการเคลื่อนฟลูออไรด์,
โปรแกรมใดที่ใช้ประมวลผลการตรวจพบวัณโรคระยะแฝงในเด็ก? ก. TST ข. NTIP ค. TB Data Hub ง. Seamless for DMIS,
สิทธิใดบ้างที่สามารถรับบริการผ่าตัดแบบไม่ค้างคืน ODS ได้? ก. สิทธิหลักประกันสุขภาพแห่งชาติ ข. สิทธิผู้ประกันตนคนพิการ (D1) ค. สิทธิประกันสุขภาพเอกชน ง. ก และ ข,
"ค่าติดตามการรักษากลุ่ม A ในปี 2568 มีอัตราเท่าใด? ก. 200,000 บาท ข. 250,000 บาท ค. 300,000 บาท ง. 350,000 บาท",
คนไข้มีบาดแผลใหญ่ แพ้ Latex แพทย์และพยาบาลต้องใส่ถุงมือผ่าตัด ควรใช้ถุงมือชนิดไหน? ก. ถุงมือยางธรรมชาติ ข. ถุงมือไนไตร ค. ถุงมือ PVC ง. ถุงมือผ้า,
สิทธิหลักประกันสุขภาพแห่งชาติ (UC) ครอบคลุมการให้บริการในโรคใด? ก. โรค Alpha thalassemia ข. โรค Beta thalassemia/Hb E ค. Homozygous Beta thalassemia ง. ถูกทุกข้อ,
โปรแกรมที่ใช้ในเขต 13 สำหรับการคัดกรองโลหิตจากการขาดธาตุเหล็กคือโปรแกรมใด? ก. e-Claim ข. KTB ค. e-Health ง. HealthConnect,
เด็กชาย 3 ปี กลืนเหรียญ มีอาการไอ หายใจลำบาก ต้องการ X-ray ด่วน แต่เด็กแพ้ยาให้หลับ ควรทำอย่างไร? ก. บังคับให้หลับ ข. ทำโดยไม่ยาหลับ ค. เลื่อนการตรวจ ง. ใช้ยาหลับชนิดอื่น,
โรงพยาบาลใดในกรุงเทพมหานครที่ให้บริการใช้หุ่นยนต์ช่วยผ่าตัด? ก. โรงพยาบาลราชวิถี ข. โรงพยาบาลตำรวจ ค. โรงพยาบาลศิริราช ง. ถูกทุกข้อ,
คนไข้ติดเชื้อในกระแสเลือด แพ้ทั้ง Penicillin และ Sulfa drugs ต้องการยาปฏิชีวนะแรงทันที ควรเลือกยาใด? ก. Vancomycin ข. Trimethoprim-sulfamethoxazole ค. Ampicillin ง. Ceftriaxone,
หมอซาร่าเชี่ยวชาญด้านใดคะ? ก. Diabetes Management ข. Interventional Cardiology ค. Trauma Care ง. Joint Replacement,
การคัดกรองมะเร็งลำไส้ใหญ่และลำไส้ตรง Fit test เริ่มให้บริการสำหรับผู้มีอายุเท่าใด? ก. 15 ปีขึ้นไป ข. 30 ปีขึ้นไป ค. 40 ปีขึ้นไป ง. 50 ปีขึ้นไป,
ระบบใดที่หน่วยบริการใช้บันทึกข้อมูลการเบิกจ่ายสำหรับบริการฝึกทักษะการดำรงชีวิตอิสระสำหรับคนพิการ? ก. ระบบการเบิกอุปกรณ์คนพิการ ข. Disability Portal ค. Seamless for DMIS ง. Krungthai Digital Health Platform,
"แพขนานยนต์สำหรับการเดินทางไป-กลับไม่จำกัดระยะทางมีค่าใช้จ่ายตามจริงไม่เกินเท่าใดต่อครั้ง? ก. 3,000 บาท ข. 4,000 บาท ค. 5,000 บาท ง. 35,000 บาท",
ผู้ป่วยหญิงอายุ 28 ปี ตั้งครรภ์ 20 สัปดาห์ เกิดอุบัติเหตุ ต้องการยาแก้ปวดแรงและปลอดภัยสำหรับครรภ์ ยาไหนที่เหมาะสม? ก. Morphine ข. Codeine ค. Paracetamol ง. Aspirin,
ในกรณีที่หน่วยบริการเดิมไม่เข้าร่วมโครงการบำบัดทดแทนไต ผู้ป่วยควรดำเนินการอย่างไร? ก. ติดต่อหน่วยบริการตามสิทธิ ข. จ่ายเงินเอง ค. รอให้หน่วยบริการเข้าร่วม ง. หยุดการรักษา,
ในกรณีที่เจ้าหน้าที่ขอหนังสือส่งตัวจากต้นสังกัดในโครงการ Cancer Anywhere ควรทำอย่างไร? ก. ไปที่หน่วยบริการที่ขอ ข. ติดต่อสายด่วน สปสช. 1330 เพื่อประสานงาน ค. ขอใบส่งตัวจากต้นสังกัด ง. เปลี่ยนไปใช้หน่วยบริการอื่น,
การตรวจวินิจฉัยทางห้องปฏิบัติการที่ใช้ในการตรวจยืนยันโรคโลหิตจางธาลัสซีเมียในหญิงตั้งครรภ์คืออะไร? ก. การตรวจเลือดทั่วไป ข. Hb typing และ Alpha-thalassemia 1 และ/หรือ beta-thalassemia ค. การตรวจระดับน้ำตาลในเลือด ง. การตรวจความดันโลหิต,
"อัตราค่าจัดเตรียมกระจกตาชั้นในสำหรับการปลูกถ่ายกระจกตาชั้นใน (DSAEK) ในปี 2567 คือเท่าใด? ก. ดวงตาละ 10,000 บาท ข. ดวงตาละ 12,000 บาท ค. ดวงตาละ 13,000 บาท ง. ดวงตาละ 15,000 บาท",
แผนกออร์โธปิดิกส์ต้องไปติดต่อที่ไหน? ก. Building A ชั้น 3 ข. Building B ชั้น 2 ค. Building C ชั้น 2 ง. Building A ชั้น 1,
บริการเคลือบฟลูออไรด์ชนิดเข้มข้นสูงให้บริการได้กี่ครั้งต่อคนต่อปี? ก. 1 ครั้ง ข. 2 ครั้ง ค. 3 ครั้ง ง. 4 ครั้ง,
หากผู้ป่วยฉุกเฉินวิกฤตมีอาการซึมลง เหนื่อยล้า ตัวเย็น หรือมีอาการชักร่วม ควรดำเนินการอย่างไร? ก. รอให้หายเอง ข. นำส่งโรงพยาบาลที่ใกล้ที่สุดทันที ค. โทรปรึกษาแพทย์ก่อน ง. ให้ยาพื้นบ้าน,
ผู้ป่วยที่มีภาวะปากแหว่งจะต้องติดต่อหน่วยบริการที่เข้าร่วมโครงการฯในพื้นที่ใกล้เคียงเพื่ออะไร? ก. รับยา ข. เข้ารับบริการผ่าตัด ค. ลงทะเบียนสัญชาติ ง. ซื้ออุปกรณ์การแพทย์,
"แผนกฉุกเฉินมีผู้ป่วย 3 ราย มาพร้อมกัน: หัวใจวาย, แขนหัก, ปวดท้อง ควรจัดลำดับการรักษาอย่างไร? ก. หัวใจวาย > แขนหัก > ปวดท้อง ข. หัวใจวาย > ปวดท้อง > แขนหัก ค. แขนหัก > หัวใจวาย > ปวดท้อง ง. ตามลำดับมาถึง",
หน่วยงานใดให้บริการข้อมูลสิทธิการรักษาพยาบาลของข้าราชการ? ก. กรมบัญชีกลาง ข. กระทรวงสาธารณสุข ค. สำนักงานประกันสังคม ง. สำนักนายกรัฐมนตรี,
"ระดับเริ่มต้นของความสูญเสียแบบคงที่ (FOLT) กำหนดไว้ที่เท่าใด? ก. 500,000 บาท ข. 1,000,000 บาท ค. 1,500,000 บาท ง. 2,000,000 บาท",
คุณนิรันดร์ (P007) มี GERD กิน Omeprazole อยู่ มีอาการไอเรื้อรัง ควรส่งแผนกไหน? ก. แผนกโรคหัวใจ ข. แผนกทรวงอก ค. แผนกอายุรกรรม ง. แผนกต่อมไร้ท่อ,
ข้อมูลการตรวจหาการติดเชื้อเอชไอวีด้วยตนเองจะถูกบันทึกในระบบใด? ก. ระบบโรงพยาบาลทั่วไป ข. Krungthai Digital Health Platform ค. ระบบการเงินแห่งชาติ ง. ระบบการศึกษาสาธารณสุข,
รายการใดที่สามารถตรวจได้ทุกปีสำหรับผู้ที่มีอายุ 35 ปีขึ้นไป? ก. การตรวจเต้านม ข. การตรวจตา ค. การตรวจปัสสาวะ ง. การตรวจการได้ยิน,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,